City,Temperature,timestamp
London,12.9,2026-02-02T00:27:26.993065
New York,32.8,2026-01-07T00:27:26.993067
Tokyo,27.1,2025-10-11T00:27:26.993069
Sydney,29.0,2025-12-06T00:27:26.993070
New York,33.1,2025-07-29T00:27:26.993072
Paris,14.4,2025-11-29T00:27:26.993074
Tokyo,18.7,2026-01-24T00:27:26.993076
Tokyo,22.6,2025-07-27T00:27:26.993078
Paris,21.4,2026-01-16T00:27:26.993080
Tokyo,15.9,2025-10-09T00:27:26.993082
New York,22.9,2026-01-17T00:27:26.993084
New York,24.4,2025-10-24T00:27:26.993086
New York,20.5,2026-02-26T00:27:26.993087
London,31.6,2026-01-04T00:27:26.993089
Tokyo,24.0,2026-03-11T00:27:26.993091
New York,32.0,2026-02-20T00:27:26.993093
Tokyo,29.3,2025-04-04T00:27:26.993095
Paris,15.7,2025-05-07T00:27:26.993097
Tokyo,27.8,2026-03-10T00:27:26.993099
New York,29.4,2026-02-14T00:27:26.993101
New York,15.7,2026-02-12T00:27:26.993103
Sydney,35.0,2025-07-08T00:27:26.993105
Paris,22.3,2025-05-31T00:27:26.993107
New York,20.1,2026-01-17T00:27:26.993108
London,10.2,2026-01-26T00:27:26.993110
Sydney,17.2,2025-06-14T00:27:26.993112
New York,26.4,2025-12-02T00:27:26.993114
London,24.3,2026-03-06T00:27:26.993116
London,23.1,2025-04-09T00:27:26.993118
Paris,33.8,2026-02-08T00:27:26.993120
London,34.4,2025-05-10T00:27:26.993122
Paris,25.9,2026-03-17T00:27:26.993124
London,26.5,2025-07-26T00:27:26.993142
Tokyo,13.6,2025-09-17T00:27:26.993145
New York,30.7,2025-10-19T00:27:26.993147
Sydney,23.8,2026-01-23T00:27:26.993149
London,19.0,2025-07-12T00:27:26.993151
Sydney,13.7,2025-06-14T00:27:26.993153
Paris,19.4,2025-10-04T00:27:26.993154
Tokyo,22.1,2025-11-21T00:27:26.993156
Tokyo,20.5,2026-02-14T00:27:26.993158
London,15.0,2025-05-14T00:27:26.993160
Tokyo,16.1,2025-12-10T00:27:26.993162
New York,15.8,2025-07-23T00:27:26.993164
Tokyo,14.3,2025-05-15T00:27:26.993166
Paris,15.3,2025-07-22T00:27:26.993168
Paris,24.2,2026-01-14T00:27:26.993170
Tokyo,32.8,2025-04-19T00:27:26.993172
Sydney,21.7,2025-07-08T00:27:26.993174
Sydney,11.2,2025-11-26T00:27:26.993176
Tokyo,19.7,2025-12-30T00:27:26.993177
New York,27.4,2025-08-20T00:27:26.993179
London,17.5,2025-05-16T00:27:26.993181
Paris,16.5,2025-08-23T00:27:26.993183
Paris,34.9,2025-11-03T00:27:26.993185
London,24.1,2025-05-30T00:27:26.993187
Tokyo,28.5,2025-08-06T00:27:26.993189
Sydney,16.2,2025-08-11T00:27:26.993191
London,19.9,2025-07-26T00:27:26.993193
Paris,25.3,2025-08-12T00:27:26.993194
London,13.7,2025-03-26T00:27:26.993196
London,27.9,2025-07-16T00:27:26.993198
Tokyo,26.7,2026-02-25T00:27:26.993200
Sydney,21.1,2025-03-29T00:27:26.993202
London,29.9,2025-12-21T00:27:26.993204
Sydney,11.2,2025-05-17T00:27:26.993206
New York,11.8,2025-11-27T00:27:26.993208
Tokyo,30.5,2025-12-07T00:27:26.993210
Tokyo,25.4,2025-11-20T00:27:26.993212
Tokyo,23.2,2025-12-03T00:27:26.993213
Sydney,26.0,2025-06-05T00:27:26.993215
Paris,32.2,2025-05-23T00:27:26.993217
London,33.2,2025-09-11T00:27:26.993219
Tokyo,21.1,2025-04-15T00:27:26.993221
Sydney,15.0,2025-06-29T00:27:26.993223
London,28.7,2025-12-11T00:27:26.993225
Paris,17.3,2025-05-11T00:27:26.993226
Sydney,21.9,2025-05-11T00:27:26.993228
London,16.9,2025-07-03T00:27:26.993230
Sydney,32.1,2025-07-26T00:27:26.993232
New York,34.4,2025-09-19T00:27:26.993234
Paris,18.9,2025-03-19T00:27:26.993236
London,14.4,2025-05-12T00:27:26.993238
New York,22.7,2025-04-15T00:27:26.993240
Tokyo,18.3,2026-03-09T00:27:26.993242
Paris,18.0,2026-02-18T00:27:26.993243
Paris,25.8,2025-09-20T00:27:26.993245
Sydney,18.1,2025-06-15T00:27:26.993247
Sydney,18.1,2025-09-13T00:27:26.993249
Paris,13.5,2026-03-15T00:27:26.993251
Tokyo,17.2,2025-10-28T00:27:26.993253
Paris,29.8,2025-04-14T00:27:26.993255
London,27.8,2026-02-05T00:27:26.993257
Sydney,19.5,2025-07-31T00:27:26.993258
London,22.3,2025-11-16T00:27:26.993260
London,24.1,2025-07-25T00:27:26.993262
Tokyo,20.5,2025-07-20T00:27:26.993264
London,19.3,2026-01-14T00:27:26.993266
New York,20.7,2025-08-27T00:27:26.993268
Tokyo,24.6,2025-08-05T00:27:26.993270
Tokyo,33.5,2026-01-24T00:27:26.993272
Sydney,34.8,2025-05-25T00:27:26.993273
Tokyo,22.4,2025-08-11T00:27:26.993275
Tokyo,29.8,2025-11-19T00:27:26.993277
Sydney,10.2,2025-12-05T00:27:26.993279
London,20.4,2025-05-24T00:27:26.993281
Tokyo,26.0,2025-08-20T00:27:26.993283
Sydney,28.9,2025-12-26T00:27:26.993285
New York,20.6,2025-12-23T00:27:26.993287
Tokyo,23.0,2025-04-26T00:27:26.993289
New York,34.4,2026-01-10T00:27:26.993291
New York,11.9,2025-06-03T00:27:26.993293
New York,12.2,2025-09-20T00:27:26.993295
London,32.7,2025-09-01T00:27:26.993297
New York,30.5,2026-01-16T00:27:26.993299
New York,30.2,2026-01-05T00:27:26.993300
Tokyo,24.2,2025-11-24T00:27:26.993302
New York,14.1,2025-04-01T00:27:26.993304
Tokyo,30.9,2025-05-23T00:27:26.993306
Paris,23.1,2025-07-18T00:27:26.993308
Tokyo,21.2,2025-03-29T00:27:26.993310
Paris,20.8,2026-03-14T00:27:26.993312
Sydney,21.2,2025-12-05T00:27:26.993314
Sydney,10.0,2025-06-18T00:27:26.993315
Sydney,29.1,2025-07-21T00:27:26.993318
Paris,18.6,2025-08-17T00:27:26.993319
Tokyo,19.8,2026-02-09T00:27:26.993321
Sydney,24.8,2026-03-03T00:27:26.993323
Tokyo,20.7,2025-03-29T00:27:26.993325
New York,27.9,2025-08-28T00:27:26.993327
London,26.2,2025-05-31T00:27:26.993329
New York,13.6,2026-01-21T00:27:26.993331
Tokyo,18.1,2025-10-13T00:27:26.993333
Sydney,26.2,2025-11-13T00:27:26.993335
Paris,21.5,2025-05-21T00:27:26.993336
London,24.8,2025-09-22T00:27:26.993338
Sydney,11.2,2025-06-19T00:27:26.993340
Sydney,10.6,2026-03-03T00:27:26.993342
New York,15.1,2025-05-05T00:27:26.993344
Paris,10.9,2025-10-15T00:27:26.993346
Paris,12.9,2025-05-03T00:27:26.993348
London,11.4,2026-02-04T00:27:26.993350
New York,21.3,2026-01-04T00:27:26.993352
London,25.4,2025-03-24T00:27:26.993354
Paris,19.5,2025-12-07T00:27:26.993355
New York,19.0,2025-10-20T00:27:26.993357
Paris,15.7,2025-06-21T00:27:26.993359
Sydney,17.9,2025-05-02T00:27:26.993361
New York,33.7,2025-08-24T00:27:26.993363
Sydney,24.2,2025-06-07T00:27:26.993365
Tokyo,25.3,2026-02-19T00:27:26.993366
New York,21.9,2025-08-27T00:27:26.993368
Tokyo,33.8,2025-12-20T00:27:26.993370
London,31.6,2026-02-19T00:27:26.993372
Paris,33.9,2025-04-28T00:27:26.993374
New York,18.2,2025-09-27T00:27:26.993376
Tokyo,31.5,2025-11-11T00:27:26.993378
Tokyo,31.6,2025-08-05T00:27:26.993379
London,25.4,2026-01-04T00:27:26.993381
London,10.1,2025-11-23T00:27:26.993383
Paris,20.7,2025-12-02T00:27:26.993385
Sydney,28.9,2025-11-11T00:27:26.993387
London,14.2,2026-02-26T00:27:26.993389
London,32.1,2026-01-16T00:27:26.993391
Tokyo,19.4,2025-12-08T00:27:26.993393
Paris,24.1,2025-10-31T00:27:26.993394
London,22.8,2026-02-12T00:27:26.993397
New York,34.4,2025-05-07T00:27:26.993398
Paris,10.3,2025-08-12T00:27:26.993400
Sydney,15.7,2026-03-03T00:27:26.993402
Tokyo,23.0,2025-05-03T00:27:26.993404
Paris,22.5,2025-06-14T00:27:26.993406
New York,19.6,2025-12-23T00:27:26.993408
London,10.9,2025-07-24T00:27:26.993410
Sydney,12.1,2025-09-13T00:27:26.993412
Paris,33.2,2025-11-13T00:27:26.993413
New York,12.4,2026-01-12T00:27:26.993415
Tokyo,15.6,2025-06-17T00:27:26.993417
Tokyo,30.8,2025-03-23T00:27:26.993419
Paris,14.8,2025-07-19T00:27:26.993421
Tokyo,20.9,2025-10-09T00:27:26.993423
London,25.1,2025-03-20T00:27:26.993425
Paris,13.9,2025-09-26T00:27:26.993427
Paris,24.6,2025-11-25T00:27:26.993429
Sydney,29.7,2025-08-20T00:27:26.993430
Sydney,21.2,2025-07-03T00:27:26.993432
Tokyo,29.5,2025-07-02T00:27:26.993434
Paris,22.5,2026-01-19T00:27:26.993436
New York,25.6,2026-02-25T00:27:26.993438
New York,32.6,2025-09-06T00:27:26.993440
Tokyo,26.2,2025-10-12T00:27:26.993442
London,25.4,2025-03-21T00:27:26.993444
London,20.1,2025-04-13T00:27:26.993445
Tokyo,14.4,2025-11-30T00:27:26.993447
Sydney,28.0,2026-03-01T00:27:26.993449
Paris,16.4,2025-11-11T00:27:26.993451
Sydney,21.8,2025-06-17T00:27:26.993453
New York,21.3,2025-06-27T00:27:26.993455
Tokyo,24.6,2025-03-21T00:27:26.993457
London,19.2,2025-05-13T00:27:26.993459
New York,26.2,2026-02-22T00:27:26.993461
Tokyo,28.2,2025-10-14T00:27:26.993462
Paris,14.4,2026-02-05T00:27:26.993464
Paris,16.8,2025-04-03T00:27:26.993466
London,28.0,2025-10-05T00:27:26.993468
Paris,28.6,2025-08-22T00:27:26.993470
Paris,27.3,2025-03-30T00:27:26.993472
Sydney,15.2,2025-07-26T00:27:26.993474
Sydney,26.0,2025-07-31T00:27:26.993476
London,13.4,2025-11-13T00:27:26.993478
Tokyo,27.3,2025-09-21T00:27:26.993480
Paris,30.6,2025-10-23T00:27:26.993482
Tokyo,27.6,2025-10-17T00:27:26.993483
New York,25.5,2025-07-19T00:27:26.993485
Paris,11.1,2025-10-25T00:27:26.993487
Sydney,20.6,2025-04-29T00:27:26.993489
London,24.9,2025-06-20T00:27:26.993491
Tokyo,24.8,2026-03-17T00:27:26.993493
London,13.4,2025-09-01T00:27:26.993495
Sydney,28.4,2025-08-12T00:27:26.993497
Tokyo,27.2,2026-02-28T00:27:26.993499
Tokyo,10.9,2025-07-28T00:27:26.993501
Sydney,19.8,2025-04-24T00:27:26.993502
New York,15.0,2025-04-24T00:27:26.993504
Paris,11.5,2025-09-14T00:27:26.993506
Tokyo,21.2,2025-07-19T00:27:26.993508
New York,11.6,2026-03-01T00:27:26.993510
Paris,12.4,2025-05-12T00:27:26.993511
London,30.8,2026-01-20T00:27:26.993513
Tokyo,31.2,2026-03-10T00:27:26.993515
Sydney,29.9,2026-01-21T00:27:26.993517
Paris,15.5,2025-11-12T00:27:26.993519
London,21.8,2025-10-26T00:27:26.993521
Sydney,25.3,2025-09-21T00:27:26.993523
Paris,25.3,2025-09-12T00:27:26.993525
Tokyo,10.1,2025-12-18T00:27:26.993526
London,15.4,2025-07-18T00:27:26.993528
Paris,16.8,2026-02-22T00:27:26.993539
Tokyo,26.8,2025-08-09T00:27:26.993542
Paris,24.3,2026-02-07T00:27:26.993544
Tokyo,15.9,2026-02-14T00:27:26.993546
New York,24.1,2025-08-29T00:27:26.993548
New York,18.8,2025-12-22T00:27:26.993550
New York,29.3,2025-10-27T00:27:26.993552
Tokyo,27.8,2025-05-09T00:27:26.993554
Sydney,17.0,2025-06-20T00:27:26.993556
New York,25.1,2025-08-15T00:27:26.993557
New York,20.1,2025-12-31T00:27:26.993560
Sydney,32.9,2025-07-14T00:27:26.993561
Tokyo,30.0,2025-07-06T00:27:26.993563
New York,18.2,2025-12-19T00:27:26.993565
Tokyo,26.6,2025-11-23T00:27:26.993567
London,20.8,2025-07-13T00:27:26.993569
London,13.7,2025-07-10T00:27:26.993571
Paris,26.7,2025-10-26T00:27:26.993573
Sydney,26.7,2025-03-26T00:27:26.993574
Paris,22.5,2025-05-25T00:27:26.993576
Tokyo,24.2,2026-01-06T00:27:26.993578
Sydney,12.4,2025-04-18T00:27:26.993580
Paris,21.3,2026-01-10T00:27:26.993582
Tokyo,25.0,2025-09-06T00:27:26.993584
Sydney,24.7,2026-03-07T00:27:26.993586
Paris,32.0,2025-09-21T00:27:26.993588
Paris,25.6,2026-03-13T00:27:26.993589
Sydney,32.2,2025-09-21T00:27:26.993592
New York,18.2,2026-02-18T00:27:26.993593
Sydney,34.5,2025-08-22T00:27:26.993595
London,17.4,2025-06-16T00:27:26.993597
London,15.1,2025-12-12T00:27:26.993599
Tokyo,15.8,2025-09-03T00:27:26.993601
Sydney,30.6,2025-08-31T00:27:26.993603
New York,10.6,2025-06-21T00:27:26.993605
London,28.5,2025-09-12T00:27:26.993606
London,20.6,2025-06-30T00:27:26.993608
London,28.5,2025-07-09T00:27:26.993610
London,33.5,2025-06-30T00:27:26.993612
New York,24.2,2025-07-11T00:27:26.993614
Tokyo,21.2,2026-02-07T00:27:26.993616
Paris,10.1,2026-03-07T00:27:26.993618
Paris,29.1,2025-12-15T00:27:26.993620
London,32.8,2025-08-10T00:27:26.993622
Tokyo,19.8,2025-05-27T00:27:26.993623
London,29.6,2025-07-24T00:27:26.993625
Paris,11.4,2026-01-14T00:27:26.993627
Tokyo,24.3,2025-11-21T00:27:26.993629
Paris,27.3,2025-09-15T00:27:26.993631
London,21.2,2025-04-23T00:27:26.993633
New York,29.9,2025-11-17T00:27:26.993635
Tokyo,26.0,2025-06-28T00:27:26.993637
Sydney,16.1,2025-11-09T00:27:26.993639
New York,13.6,2025-04-18T00:27:26.993641
Tokyo,23.7,2026-02-14T00:27:26.993643
New York,26.8,2025-07-01T00:27:26.993644
New York,32.7,2025-11-16T00:27:26.993646
New York,10.3,2025-08-09T00:27:26.993648
Tokyo,13.0,2025-10-22T00:27:26.993650
Tokyo,20.4,2026-01-13T00:27:26.993652
London,28.5,2025-08-07T00:27:26.993654
Paris,13.9,2025-04-16T00:27:26.993656
Tokyo,25.3,2025-09-03T00:27:26.993658
Tokyo,17.9,2025-07-08T00:27:26.993659
Sydney,25.6,2025-04-02T00:27:26.993661
Tokyo,19.5,2025-10-08T00:27:26.993663
Sydney,24.5,2025-10-06T00:27:26.993665
New York,29.5,2025-07-04T00:27:26.993667
Paris,14.6,2026-02-22T00:27:26.993669
Paris,15.0,2025-04-10T00:27:26.993671
Sydney,33.1,2025-04-12T00:27:26.993673
Sydney,31.4,2025-09-15T00:27:26.993674
Sydney,22.5,2025-12-19T00:27:26.993676
Tokyo,13.1,2026-01-11T00:27:26.993678
New York,20.5,2025-12-17T00:27:26.993680
Tokyo,27.5,2025-04-05T00:27:26.993682
London,27.5,2025-06-25T00:27:26.993684
Paris,31.3,2025-09-23T00:27:26.993686
Sydney,33.6,2025-09-14T00:27:26.993688
New York,14.3,2025-08-23T00:27:26.993689
New York,28.0,2025-06-05T00:27:26.993691
New York,30.8,2025-04-29T00:27:26.993693
London,20.8,2025-06-27T00:27:26.993695
Sydney,29.6,2025-12-09T00:27:26.993697
Tokyo,19.7,2025-03-26T00:27:26.993699
London,31.5,2025-03-31T00:27:26.993701
Sydney,10.4,2025-10-28T00:27:26.993703
Paris,20.2,2025-04-05T00:27:26.993705
Sydney,14.9,2025-09-12T00:27:26.993707
Sydney,34.9,2025-06-26T00:27:26.993708
Paris,25.8,2025-04-09T00:27:26.993710
New York,13.0,2025-10-15T00:27:26.993712
Sydney,10.0,2026-03-09T00:27:26.993714
New York,17.4,2025-09-16T00:27:26.993716
New York,19.6,2025-03-28T00:27:26.993718
New York,34.9,2025-10-11T00:27:26.993720
Paris,26.5,2025-08-15T00:27:26.993722
Tokyo,21.9,2025-06-06T00:27:26.993723
Paris,20.9,2025-07-24T00:27:26.993725
Sydney,10.8,2026-02-18T00:27:26.993727
London,25.0,2025-04-02T00:27:26.993729
Sydney,20.7,2026-03-13T00:27:26.993731
Paris,23.2,2025-11-29T00:27:26.993733
London,15.2,2026-02-18T00:27:26.993735
Sydney,17.2,2026-01-29T00:27:26.993737
New York,28.2,2025-11-09T00:27:26.993739
Tokyo,27.2,2025-10-04T00:27:26.993740
London,16.9,2025-12-24T00:27:26.993742
London,15.2,2026-03-09T00:27:26.993744
Tokyo,15.4,2025-08-06T00:27:26.993746
London,22.0,2025-12-29T00:27:26.993748
Paris,19.5,2026-01-09T00:27:26.993750
Paris,17.7,2025-05-21T00:27:26.993752
Sydney,16.6,2026-01-20T00:27:26.993754
Paris,16.8,2025-07-08T00:27:26.993755
Sydney,19.4,2025-06-26T00:27:26.993757
New York,28.5,2026-02-28T00:27:26.993759
Sydney,10.4,2025-10-19T00:27:26.993761
London,23.9,2026-03-11T00:27:26.993763
New York,31.3,2025-10-28T00:27:26.993765
London,33.1,2025-11-01T00:27:26.993767
New York,31.7,2025-10-05T00:27:26.993768
Tokyo,14.2,2025-03-25T00:27:26.993770
Paris,18.0,2026-02-06T00:27:26.993772
Tokyo,14.3,2025-11-20T00:27:26.993774
New York,11.1,2025-12-20T00:27:26.993776
London,24.5,2025-10-13T00:27:26.993778
Tokyo,33.9,2025-07-20T00:27:26.993780
Sydney,20.4,2026-03-18T00:27:26.993782
Paris,13.2,2025-10-12T00:27:26.993784
Paris,22.3,2025-05-30T00:27:26.993786
Tokyo,14.9,2026-02-12T00:27:26.993788
Tokyo,21.6,2025-11-18T00:27:26.993790
New York,27.0,2025-11-27T00:27:26.993792
London,25.6,2025-05-24T00:27:26.993794
London,30.0,2025-11-06T00:27:26.993796
New York,13.0,2026-01-25T00:27:26.993797
Paris,26.1,2025-05-21T00:27:26.993799
Sydney,22.8,2025-04-13T00:27:26.993801
London,21.1,2026-03-15T00:27:26.993803
New York,20.1,2025-08-28T00:27:26.993805
Sydney,11.9,2026-02-03T00:27:26.993807
New York,12.6,2025-12-11T00:27:26.993809
Tokyo,34.3,2025-12-07T00:27:26.993811
London,17.4,2025-08-15T00:27:26.993813
New York,11.6,2025-05-12T00:27:26.993814
Paris,20.5,2026-03-04T00:27:26.993816
Paris,22.6,2025-06-16T00:27:26.993818
New York,31.1,2025-11-21T00:27:26.993820
New York,20.0,2025-10-28T00:27:26.993822
Paris,33.1,2026-03-10T00:27:26.993824
Sydney,25.9,2025-12-23T00:27:26.993826
New York,33.2,2025-03-27T00:27:26.993828
Paris,15.8,2025-07-23T00:27:26.993830
Sydney,30.3,2026-03-08T00:27:26.993832
Paris,18.1,2025-11-03T00:27:26.993834
Tokyo,12.1,2025-03-20T00:27:26.993836
Paris,12.8,2026-01-14T00:27:26.993838
Sydney,28.3,2026-01-14T00:27:26.993839
New York,17.1,2026-02-21T00:27:26.993841
Tokyo,28.9,2025-12-14T00:27:26.993843
Tokyo,34.1,2025-09-05T00:27:26.993845
London,22.6,2025-12-15T00:27:26.993847
London,12.0,2025-12-25T00:27:26.993849
London,23.3,2025-05-19T00:27:26.993851
Tokyo,34.5,2026-01-19T00:27:26.993852
Tokyo,25.0,2025-10-17T00:27:26.993854
Paris,16.2,2025-12-08T00:27:26.993856
Tokyo,25.5,2025-09-14T00:27:26.993858
Sydney,30.9,2025-10-27T00:27:26.993860
London,11.6,2026-03-03T00:27:26.993862
New York,31.9,2025-12-10T00:27:26.993864
Sydney,28.3,2025-06-24T00:27:26.993866
Sydney,30.3,2026-01-21T00:27:26.993868
London,10.5,2026-02-01T00:27:26.993870
London,23.6,2025-09-27T00:27:26.993872
London,11.2,2025-08-16T00:27:26.993873
New York,34.9,2025-12-06T00:27:26.993875
Paris,16.0,2025-07-02T00:27:26.993877
London,17.7,2025-04-24T00:27:26.993879
New York,21.9,2026-01-18T00:27:26.993881
